SET_CN,SETTING_ID,MEASUREMENT_DATE,MEASUREMENT_NO,COUNTY,PLOT,TREE_CN,TAG_ID,LIVE_DEAD,SPECIES_SYMBOL,DIAMETER,TPA_EQUIV,BASAL_AREA_EQUIV,HEIGHT,HEIGHT_METHOD,CROWN_RATIO,CROWN_CLASS,AGE,AGE_METHOD,RADIAL_GROWTH,RADIAL_GROWTH_METHOD,HEIGHT_GROWTH,HEIGHT_GROWTH_METHOD,SNAG_DECAY_CLASS
1621277010602,300304352373,10/5/2009,2,043,1,11026291010602,0009,D,PICO,10.900,24.07000,15.5971,8.0000,M,,,,,,,,,2
1621277010602,300304352373,10/5/2009,2,043,1,11026292010602,0010,L,PIEN,6.400,24.07000,5.3771,29.0000,C,55,IN,72,DC,13,C,,,
1621277010602,300304352373,10/5/2009,2,043,1,11026300010602,0011,L,PIEN,,299.86000,,0.2000,M,35,OV,,,,,,,
1621277010602,300304352373,10/5/2009,2,043,1,11026289010602,0012,L,ABLA,,299.86000,,1.0000,M,40,OV,,,,,,,
1621277010602,300304352373,10/5/2009,2,043,1,11026301010602,0013,L,PIEN,,299.86000,,2.0000,M,10,OV,,,,,,,
1621279010602,300304352393,9/28/2009,2,043,1,11026305010602,0001,D,ABLA,7.800,24.07000,7.9869,57.0000,M,,,,,,,,,1
1621279010602,300304352393,9/28/2009,2,043,1,11026316010602,0002,L,PIEN,5.200,24.07000,3.5498,43.0000,M,35,IN,87,DM,5,M,,,
1621279010602,300304352393,9/28/2009,2,043,1,11026314010602,0003,D,PICO,10.500,24.07000,14.4734,64.0000,M,,,,,,,,,1
1621279010602,300304352393,9/28/2009,2,043,1,11026317010602,0004,L,PIEN,10.200,24.07000,13.6581,63.0000,M,40,CO,112,DM,8,M,,,
1621279010602,300304352393,9/28/2009,2,043,1,11026312010602,0005,D,PICO,6.400,24.07000,5.3771,43.0000,M,,,,,,,,,1
1621279010602,300304352393,9/28/2009,2,043,1,11026309010602,0006,D,PICO,8.000,24.07000,8.4018,49.0000,M,,,,,,,,,1
1621279010602,300304352393,9/28/2009,2,043,1,11026310010602,0007,D,PICO,10.000,24.07000,13.1278,58.0000,M,,,,,,,,,1
1621279010602,300304352393,9/28/2009,2,043,1,11026311010602,0008,D,PICO,6.000,24.07000,4.7260,24.0000,M,,,,,,,,,4
1621279010602,300304352393,9/28/2009,2,043,1,11026307010602,0009,D,PICO,6.900,24.07000,6.2501,52.0000,M,,,,,,,,,1
1621279010602,300304352393,9/28/2009,2,043,1,11026306010602,0010,D,PICO,5.900,24.07000,4.5698,45.0000,M,,,,,,,,,1
1621279010602,300304352393,9/28/2009,2,043,1,11026308010602,0011,D,PICO,7.600,24.07000,7.5826,52.0000,M,,,,,,,,,1
1621279010602,300304352393,9/28/2009,2,043,1,11026319010602,0012,L,PIEN,16.700,24.07000,36.6121,84.0000,M,65,CO,118,DM,5,M,,,
1621279010602,300304352393,9/28/2009,2,043,1,11026302010602,0013,D,ABLA,5.800,24.07000,4.4162,56.0000,M,,,,,,,,,1
1621279010602,300304352393,9/28/2009,2,043,1,11026303010602,0014,L,ABLA,6.300,24.07000,5.2104,48.0000,M,20,IN,94,DM,12,M,,,
1621279010602,300304352393,9/28/2009,2,043,1,11026304010602,0015,D,ABLA,7.100,24.07000,6.6177,54.0000,M,,,,,,,,,1
1621279010602,300304352393,9/28/2009,2,043,1,11026313010602,0016,D,PICO,9.600,24.07000,12.0986,59.0000,M,,,,,,,,,1
1621279010602,300304352393,9/28/2009,2,043,1,11026318010602,0017,L,PIEN,12.500,24.07000,20.5122,75.0000,M,40,CO,117,DM,6,M,,,
1621279010602,300304352393,9/28/2009,2,043,1,11026315010602,0018,L,PIEN,11.200,24.07000,16.4675,75.0000,C,50,CO,117,DC,6,C,,,
1619322010602,300304352403,7/28/2010,2,043,1,11014048010602,0001,D,PICO,7.300,24.07000,6.9958,55.0000,M,,,,,,,,,1
1619322010602,300304352403,7/28/2010,2,043,1,11014018010602,0002,L,ABLA,5.000,24.07000,3.2819,53.0000,M,60,CO,106,DM,4,M,,,
1619322010602,300304352403,7/28/2010,2,043,1,11014037010602,0003,D,PICO,8.300,24.07000,9.0437,56.0000,M,,,,,,,,,1
1619322010602,300304352403,7/28/2010,2,043,1,11014027010602,0004,D,PICO,6.500,24.07000,5.5465,37.0000,M,,,,,,,,,1
1619322010602,300304352403,7/28/2010,2,043,1,11014050010602,0005,D,PICO,9.100,24.07000,10.8711,56.0000,M,,,,,,,,,1
1619322010602,300304352403,7/28/2010,2,043,1,11014045010602,0006,D,PICO,6.500,24.07000,5.5465,33.0000,M,,,,,,,,,1
1619322010602,300304352403,7/28/2010,2,043,1,11014026010602,0007,D,PICO,6.500,24.07000,5.5465,35.0000,M,,,,,,,,,1
1619322010602,300304352403,7/28/2010,2,043,1,11014046010602,0008,D,PICO,6.900,24.07000,6.2501,42.0000,M,,,,,,,,,1
1619322010602,300304352403,7/28/2010,2,043,1,11014031010602,0009,D,PICO,7.300,24.07000,6.9958,54.0000,M,,,,,,,,,1
1619322010602,300304352403,7/28/2010,2,043,1,11014022010602,0010,D,PICO,5.200,24.07000,3.5498,33.0000,M,,,,,,,,,1
1619322010602,300304352403,7/28/2010,2,043,1,11014038010602,0011,D,PICO,8.700,24.07000,9.9364,52.0000,M,,,,,,,,,1
1619322010602,300304352403,7/28/2010,2,043,1,11014030010602,0012,D,PICO,7.000,24.07000,6.4326,55.0000,M,,,,,,,,,1
1619322010602,300304352403,7/28/2010,2,043,1,11014047010602,0013,D,PICO,6.900,24.07000,6.2501,55.0000,M,,,,,,,,,1
1619322010602,300304352403,7/28/2010,2,043,1,11014034010602,0014,D,PICO,7.700,24.07000,7.7835,58.0000,M,,,,,,,,,1
1619322010602,300304352403,7/28/2010,2,043,1,11014017010602,0015,L,ABLA,8.300,24.07000,9.0437,53.0000,C,40,CO,106,DC,4,C,,,
1619322010602,300304352403,7/28/2010,2,043,1,11014025010602,0016,D,PICO,6.300,24.07000,5.2104,36.0000,M,,,,,,,,,1
1619322010602,300304352403,7/28/2010,2,043,1,11014032010602,0017,D,PICO,7.600,24.07000,7.5826,55.0000,M,,,,,,,,,1
1619322010602,300304352403,7/28/2010,2,043,1,11014029010602,0018,D,PICO,6.900,24.07000,6.2501,46.0000,M,,,,,,,,,1
1619322010602,300304352403,7/28/2010,2,043,1,11014016010602,0019,L,ABLA,8.200,24.07000,8.8271,53.0000,C,60,CO,106,DC,4,C,,,
1619322010602,300304352403,7/28/2010,2,043,1,11014042010602,0020,D,PICO,9.900,24.07000,12.8665,54.0000,M,,,,,,,,,1
1619322010602,300304352403,7/28/2010,2,043,1,11014051010602,0021,L,PIEN,5.300,24.07000,3.6876,35.0000,M,35,IN,109,DM,6,M,,,
1619322010602,300304352403,7/28/2010,2,043,1,11014020010602,0022,L,ABLA,9.300,24.07000,11.3542,58.0000,M,40,CO,109,DM,5,M,,,
1619322010602,300304352403,7/28/2010,2,043,1,11014044010602,0023,D,PICO,5.600,24.07000,4.1169,31.0000,M,,,,,,,,,3
1619322010602,300304352403,7/28/2010,2,043,1,11014024010602,0024,D,PICO,6.200,24.07000,5.0463,36.0000,M,,,,,,,,,1
1619322010602,300304352403,7/28/2010,2,043,1,11014041010602,0025,D,PICO,9.600,24.07000,12.0986,56.0000,M,,,,,,,,,1
1619322010602,300304352403,7/28/2010,2,043,1,11014015010602,0026,L,ABLA,7.200,24.07000,6.8054,53.0000,C,35,CO,106,DC,4,C,,,
1619322010602,300304352403,7/28/2010,2,043,1,11014019010602,0027,D,ABLA,5.400,24.07000,3.8281,34.0000,M,,,,,,,,,3
1619322010602,300304352403,7/28/2010,2,043,1,11014036010602,0028,D,PICO,8.000,24.07000,8.4018,52.0000,M,,,,,,,,,1
1619322010602,300304352403,7/28/2010,2,043,1,11014023010602,0029,D,PICO,5.200,24.07000,3.5498,33.0000,M,,,,,,,,,1
1619322010602,300304352403,7/28/2010,2,043,1,11014033010602,0030,D,PICO,7.600,24.07000,7.5826,47.0000,M,,,,,,,,,1
1619322010602,300304352403,7/28/2010,2,043,1,11014028010602,0031,D,PICO,6.600,24.07000,5.7185,42.0000,M,,,,,,,,,1
1619322010602,300304352403,7/28/2010,2,043,1,11014039010602,0032,D,PICO,8.900,24.07000,10.3985,51.0000,M,,,,,,,,,1
1619322010602,300304352403,7/28/2010,2,043,1,11014035010602,0033,D,PICO,7.900,24.07000,8.1930,54.0000,M,,,,,,,,,1
1619322010602,300304352403,7/28/2010,2,043,1,11014049010602,0034,D,PICO,7.800,24.07000,7.9869,50.0000,M,,,,,,,,,1
1619322010602,300304352403,7/28/2010,2,043,1,11014040010602,0035,D,PICO,9.100,24.07000,10.8711,55.0000,M,,,,,,,,,1
1619322010602,300304352403,7/28/2010,2,043,1,11014043010602,0036,L,PICO,3.600,299.86000,21.1953,25.0000,M,30,OV,78,DM,4,M,,,
1619322010602,300304352403,7/28/2010,2,043,1,11014021010602,0037,L,ABLA,,299.86000,,0.2000,M,50,OV,,,,,,,
1619324010602,300304352413,11/16/2009,2,043,1,11014066010602,0001,L,PICO,6.700,24.07000,5.8931,17.0000,M,60,IN,74,DM,4,M,,,
1619324010602,300304352413,11/16/2009,2,043,1,11014054010602,0002,L,ABLA,7.100,24.07000,6.6177,44.0000,M,85,CO,69,DM,7,M,,,
1619324010602,300304352413,11/16/2009,2,043,1,11014058010602,0003,D,PICO,5.100,24.07000,3.4145,36.0000,M,,,,,,,,,1
1619324010602,300304352413,11/16/2009,2,043,1,11014062010602,0004,D,PICO,7.200,24.07000,6.8054,52.0000,M,,,,,,,,,1
1619324010602,300304352413,11/16/2009,2,043,1,11014052010602,0005,L,ABLA,7.600,24.07000,7.5826,44.0000,C,75,CO,69,DC,7,C,,,
1619324010602,300304352413,11/16/2009,2,043,1,11014059010602,0006,D,PICO,5.400,24.07000,3.8281,36.0000,M,,,,,,,,,1
1619324010602,300304352413,11/16/2009,2,043,1,11014061010602,0007,D,PICO,6.900,24.07000,6.2501,34.0000,M,,,,,,,,,1
1619324010602,300304352413,11/16/2009,2,043,1,11014060010602,0008,L,PICO,6.900,24.07000,6.2501,17.0000,C,55,IN,74,DC,4,C,,,
1619324010602,300304352413,11/16/2009,2,043,1,11014053010602,0009,L,ABLA,2.200,299.86000,7.9155,18.0000,M,70,IN,35,TM,,,3.4,M,
1619324010602,300304352413,11/16/2009,2,043,1,11014064010602,0010,L,PICO,3.800,299.86000,23.6157,25.0000,M,80,IN,45,DM,9,M,,,
1619324010602,300304352413,11/16/2009,2,043,1,11014065010602,0011,L,PICO,4.300,299.86000,30.2392,33.0000,M,40,IN,57,DM,10,M,,,
1619324010602,300304352413,11/16/2009,2,043,1,11014055010602,0012,L,ABLA,,6596.92000,,0.3000,M,80,OV,,,,,,,
1619324010602,300304352413,11/16/2009,2,043,1,11014056010602,0013,L,ABLA,,6297.06000,,1.0000,M,60,OV,,,,,,,
1619324010602,300304352413,11/16/2009,2,043,1,11014057010602,0014,L,ABLA,,1199.44000,,2.0000,M,50,OV,,,,,,,
1619324010602,300304352413,11/16/2009,2,043,1,11014063010602,0015,L,PICO,0.100,299.86000,0.0164,5.0000,M,40,OV,,,,,,,
1619326010602,300304352423,7/28/2010,2,043,1,11014089010602,0001,D,PICO,10.300,24.07000,13.9273,56.0000,M,,,,,,,,,1
1619326010602,300304352423,7/28/2010,2,043,1,11014083010602,0002,D,ABLA,7.500,24.07000,7.3844,36.0000,M,,,,,,,,,1
1619326010602,300304352423,7/28/2010,2,043,1,11014087010602,0003,L,PICO,7.800,24.07000,7.9869,42.0000,M,25,CO,166,DM,3,M,,,
1619326010602,300304352423,7/28/2010,2,043,1,11014088010602,0004,D,PICO,9.500,24.07000,11.8478,55.0000,M,,,,,,,,,1
1619326010602,300304352423,7/28/2010,2,043,1,11014082010602,0005,L,ABLA,5.600,24.07000,4.1169,35.0000,M,55,IN,109,DM,5,M,,,
1619326010602,300304352423,7/28/2010,2,043,1,11014079010602,0006,L,ABLA,5.400,24.07000,3.8281,35.0000,C,60,IN,109,DC,5,C,,,
1619326010602,300304352423,7/28/2010,2,043,1,11014081010602,0007,L,ABLA,2.100,299.86000,7.2123,15.0000,M,40,OV,49,TM,,,1.2,M,
1619326010602,300304352423,7/28/2010,2,043,1,11014070010602,0008,L,ABLA,1.400,299.86000,3.2055,15.0000,C,30,OV,49,TC,,,1.2,C,
1619326010602,300304352423,7/28/2010,2,043,1,11014075010602,0009,L,ABLA,1.900,299.86000,5.9039,15.0000,C,50,OV,49,TC,,,1.2,C,
1619326010602,300304352423,7/28/2010,2,043,1,11014069010602,0010,L,ABLA,1.100,299.86000,1.9789,15.0000,C,30,OV,49,TC,,,1.2,C,
1619326010602,300304352423,7/28/2010,2,043,1,11014076010602,0011,L,ABLA,2.200,299.86000,7.9155,15.0000,C,50,OV,49,TC,,,1.2,C,
1619326010602,300304352423,7/28/2010,2,043,1,11014067010602,0012,L,ABLA,1.000,299.86000,1.6354,15.0000,C,30,OV,49,TC,,,1.2,C,
1619326010602,300304352423,7/28/2010,2,043,1,11014073010602,0013,L,ABLA,1.700,299.86000,4.7264,15.0000,C,40,OV,49,TC,,,1.2,C,
1619326010602,300304352423,7/28/2010,2,043,1,11014068010602,0014,L,ABLA,1.100,299.86000,1.9789,15.0000,C,25,OV,49,TC,,,1.2,C,
1619326010602,300304352423,7/28/2010,2,043,1,11014078010602,0015,L,ABLA,2.900,299.86000,13.7540,15.0000,C,60,OV,49,TC,,,1.2,C,
1619326010602,300304352423,7/28/2010,2,043,1,11014072010602,0016,L,ABLA,1.500,299.86000,3.6797,15.0000,C,15,OV,49,TC,,,1.2,C,
1619326010602,300304352423,7/28/2010,2,043,1,11014077010602,0017,L,ABLA,2.800,299.86000,12.8218,15.0000,C,50,OV,49,TC,,,1.2,C,
1619326010602,300304352423,7/28/2010,2,043,1,11014071010602,0018,L,ABLA,1.400,299.86000,3.2055,15.0000,C,40,OV,49,TC,,,1.2,C,
1619326010602,300304352423,7/28/2010,2,043,1,11014074010602,0019,L,ABLA,1.900,299.86000,5.9039,15.0000,C,25,OV,49,TC,,,1.2,C,
1619326010602,300304352423,7/28/2010,2,043,1,11014080010602,0020,L,ABLA,0.700,2398.88000,6.4109,6.0000,M,40,OV,,,,,,,
1619326010602,300304352423,7/28/2010,2,043,1,11014090010602,0021,L,PIEN,0.200,299.86000,0.0654,5.0000,M,30,OV,,,,,,,
1619326010602,300304352423,7/28/2010,2,043,1,11014086010602,0022,L,ABLA,,6297.06000,,3.0000,M,40,OV,,,,,,,
1619326010602,300304352423,7/28/2010,2,043,1,11014085010602,0023,L,ABLA,,7196.64000,,1.0000,M,40,OV,,,,,,,
1619326010602,300304352423,7/28/2010,2,043,1,11014084010602,0024,L,ABLA,,7496.50000,,0.2000,M,40,OV,,,,,,,
1619326010602,300304352423,7/28/2010,2,043,1,11014091010602,0025,L,PIEN,,1199.44000,,0.2000,M,40,OV,,,,,,,
1619326010602,300304352423,7/28/2010,2,043,1,11014092010602,0026,L,PIEN,,899.58000,,1.0000,M,40,OV,,,,,,,
1619328010602,300304352433,7/27/2010,2,043,1,11014122010602,0001,D,PICO,6.600,24.07000,5.7185,45.0000,M,,,,,,,,,1
1619328010602,300304352433,7/27/2010,2,043,1,11014097010602,0002,D,PICO,5.600,24.07000,4.1169,43.0000,M,,,,,,,,,1
1619328010602,300304352433,7/27/2010,2,043,1,11014115010602,0003,D,PICO,7.200,24.07000,6.8054,45.0000,M,,,,,,,,,1
1619328010602,300304352433,7/27/2010,2,043,1,11014107010602,0004,D,PICO,6.500,24.07000,5.5465,44.0000,M,,,,,,,,,1
1619328010602,300304352433,7/27/2010,2,043,1,11014110010602,0005,D,PICO,6.600,24.07000,5.7185,45.0000,M,,,,,,,,,1
1619328010602,300304352433,7/27/2010,2,043,1,11014103010602,0006,D,PICO,6.100,24.07000,4.8848,42.0000,M,,,,,,,,,1
1619328010602,300304352433,7/27/2010,2,043,1,11014098010602,0007,D,PICO,5.600,24.07000,4.1169,39.0000,M,,,,,,,,,1
1619328010602,300304352433,7/27/2010,2,043,1,11014096010602,0008,D,PICO,5.400,24.07000,3.8281,37.0000,M,,,,,,,,,1
1619328010602,300304352433,7/27/2010,2,043,1,11014112010602,0009,D,PICO,7.000,24.07000,6.4326,46.0000,M,,,,,,,,,1
1619328010602,300304352433,7/27/2010,2,043,1,11014095010602,0010,L,PICO,5.400,24.07000,3.8281,40.0000,M,15,CO,142,DC,4,C,,,
1619328010602,300304352433,7/27/2010,2,043,1,11014099010602,0011,L,PICO,5.700,24.07000,4.2652,41.0000,M,20,CO,142,DC,4,C,,,
1619328010602,300304352433,7/27/2010,2,043,1,11014109010602,0012,D,PICO,6.500,24.07000,5.5465,45.0000,M,,,,,,,,,1
1619328010602,300304352433,7/27/2010,2,043,1,11014108010602,0013,D,PICO,6.500,24.07000,5.5465,45.0000,M,,,,,,,,,1
1619328010602,300304352433,7/27/2010,2,043,1,11014094010602,0014,L,PICO,5.100,24.07000,3.4145,47.0000,C,20,IN,142,DC,4,C,,,
1619328010602,300304352433,7/27/2010,2,043,1,11014102010602,0015,L,PICO,6.100,24.07000,4.8848,47.0000,C,20,CO,142,DC,4,C,,,
1619328010602,300304352433,7/27/2010,2,043,1,11014120010602,0016,D,PICO,5.500,24.07000,3.9712,43.0000,M,,,,,,,,,1
1619328010602,300304352433,7/27/2010,2,043,1,11014104010602,0017,D,PICO,6.200,24.07000,5.0463,46.0000,M,,,,,,,,,1
1619328010602,300304352433,7/27/2010,2,043,1,11014100010602,0018,D,PICO,5.900,24.07000,4.5698,44.0000,M,,,,,,,,,1
1619328010602,300304352433,7/27/2010,2,043,1,11014111010602,0019,D,PICO,6.600,24.07000,5.7185,44.0000,M,,,,,,,,,1
1619328010602,300304352433,7/27/2010,2,043,1,11014123010602,0020,D,PICO,7.200,24.07000,6.8054,46.0000,M,,,,,,,,,3
1619328010602,300304352433,7/27/2010,2,043,1,11014121010602,0021,D,PICO,5.500,24.07000,3.9712,43.0000,M,,,,,,,,,1
1619328010602,300304352433,7/27/2010,2,043,1,11014117010602,0022,D,PICO,8.000,24.07000,8.4018,49.0000,M,,,,,,,,,1
1619328010602,300304352433,7/27/2010,2,043,1,11014125010602,0023,D,PICO,9.500,24.07000,11.8478,52.0000,M,,,,,,,,,1
1619328010602,300304352433,7/27/2010,2,043,1,11014106010602,0024,L,PICO,6.300,24.07000,5.2104,47.0000,C,20,CO,142,DC,4,C,,,
1619328010602,300304352433,7/27/2010,2,043,1,11014113010602,0025,D,PICO,7.000,24.07000,6.4326,46.0000,M,,,,,,,,,1
1619328010602,300304352433,7/27/2010,2,043,1,11014124010602,0026,D,PICO,10.700,24.07000,15.0300,47.0000,M,,,,,,,,,1
1619328010602,300304352433,7/27/2010,2,043,1,11014118010602,0027,D,PICO,9.800,24.07000,12.6079,48.0000,M,,,,,,,,,1
1619328010602,300304352433,7/27/2010,2,043,1,11014116010602,0028,D,PICO,7.300,24.07000,6.9958,44.0000,M,,,,,,,,,1
1619328010602,300304352433,7/27/2010,2,043,1,11014114010602,0029,D,PICO,7.000,24.07000,6.4326,44.0000,M,,,,,,,,,1
1619328010602,300304352433,7/27/2010,2,043,1,11014093010602,0030,L,PICO,5.000,24.07000,3.2819,47.0000,C,15,CO,142,DC,4,C,,,
1619328010602,300304352433,7/27/2010,2,043,1,11014105010602,0031,L,PICO,6.300,24.07000,5.2104,47.0000,C,15,CO,142,DC,4,C,,,
1619328010602,300304352433,7/27/2010,2,043,1,11014119010602,0032,D,PICO,10.100,24.07000,13.3916,54.0000,M,,,,,,,,,1
1619328010602,300304352433,7/27/2010,2,043,1,11014101010602,0033,D,PICO,6.000,24.07000,4.7260,41.0000,M,,,,,,,,,1
1619266010602,300304951193,9/30/2010,2,049,1,11013507010602,0001,L,PSME,22.700,24.07000,67.6461,85.0000,M,80,DO,92,DM,9,M,,,
1619266010602,300304951193,9/30/2010,2,049,1,11013502010602,0002,D,PICO,16.100,24.07000,34.0285,68.0000,M,,,,,,,,,1
1619266010602,300304951193,9/30/2010,2,049,1,11013506010602,0003,L,PSME,12.900,24.07000,21.8459,69.0000,M,60,CO,86,DM,9,M,,,
1619266010602,300304951193,9/30/2010,2,049,1,11013505010602,0004,L,POTR5,10.800,24.07000,15.3122,49.0000,M,40,IN,93,DM,4,M,,,
1619266010602,300304951193,9/30/2010,2,049,1,11013504010602,0005,L,POTR5,8.900,24.07000,10.3985,41.0000,M,40,IN,77,DM,2,M,,,
1619202010602,300304951233,9/30/2010,2,049,1,11013109010602,0001,L,PSME,5.500,24.00000,3.9596,24.0000,M,65,CO,85,TM,5,M,,,
1619202010602,300304951233,9/30/2010,2,049,1,11013110010602,0002,L,PSME,8.900,24.00000,10.3683,70.0000,M,70,CO,85,DC,5,C,,,
1619202010602,300304951233,9/30/2010,2,049,1,11013108010602,0003,L,PSME,5.100,24.00000,3.4046,24.0000,C,80,CO,85,DC,5,C,,,
1619202010602,300304951233,9/30/2010,2,049,1,11013107010602,0004,D,PIPO,19.700,24.00000,50.7994,79.0000,M,,,,,,,,,1
1619202010602,300304951233,9/30/2010,2,049,1,11013106010602,0005,D,PIPO,7.900,24.00000,8.1692,30.0000,M,,,,,,,,,1
1619232010602,300304951243,10/1/2010,2,049,1,11013271010602,0001,L,PSME,14.700,24.07000,28.3678,57.0000,M,70,CO,110,DM,6,M,,,
1619232010602,300304951243,10/1/2010,2,049,1,11013270010602,0002,L,PSME,10.100,24.07000,13.3916,56.0000,M,50,CO,106,DM,2,M,,,
1619232010602,300304951243,10/1/2010,2,049,1,11013269010602,0003,L,PSME,6.400,24.07000,5.3771,37.0000,M,40,IN,74,DM,2,M,,,
1619232010602,300304951243,10/1/2010,2,049,1,11013264010602,0004,L,PSME,8.500,24.07000,9.4848,37.0000,C,40,CO,74,DC,2,C,,,
1619232010602,300304951243,10/1/2010,2,049,1,11013260010602,0005,L,PSME,5.000,24.07000,3.2819,37.0000,C,30,IN,74,DC,2,C,,,
1619232010602,300304951243,10/1/2010,2,049,1,11013263010602,0006,L,PSME,7.400,24.07000,7.1888,37.0000,C,40,CO,74,DC,2,C,,,
1619232010602,300304951243,10/1/2010,2,049,1,11013267010602,0007,L,PSME,9.700,24.07000,12.3519,56.0000,C,40,IN,106,DC,2,C,,,
1619232010602,300304951243,10/1/2010,2,049,1,11013259010602,0008,L,PIPO,13.400,24.07000,23.5722,59.0000,M,50,DO,107,DM,6,M,,,
1619232010602,300304951243,10/1/2010,2,049,1,11013261010602,0009,L,PSME,6.200,24.07000,5.0463,37.0000,C,30,IN,74,DC,2,C,,,
1619232010602,300304951243,10/1/2010,2,049,1,11013258010602,0010,L,JUSC2,6.100,24.07000,4.8848,18.0000,M,30,OV,73,TM,5,M,,,
1619232010602,300304951243,10/1/2010,2,049,1,11013262010602,0011,L,PSME,6.900,24.07000,6.2501,37.0000,C,50,IN,74,DC,2,C,,,
1619232010602,300304951243,10/1/2010,2,049,1,11013268010602,0012,L,PSME,10.700,24.07000,15.0300,56.0000,C,40,CO,106,DC,2,C,,,
1619232010602,300304951243,10/1/2010,2,049,1,11013257010602,0013,L,JUSC2,6.800,24.07000,6.0703,18.0000,C,70,IN,73,TC,5,C,,,
1619232010602,300304951243,10/1/2010,2,049,1,11013266010602,0014,L,PSME,8.700,24.07000,9.9364,37.0000,C,60,CO,74,DC,2,C,,,
1619232010602,300304951243,10/1/2010,2,049,1,11013265010602,0015,L,PSME,8.500,24.07000,9.4848,37.0000,C,70,CO,74,DC,2,C,,,
1619232010602,300304951243,10/1/2010,2,049,1,11013272010602,0016,L,PSME,,1199.44000,,1.0000,M,20,OV,,,,,,,
1619204010602,300304951273,9/30/2010,2,049,1,11013118010602,0001,L,PSME,12.200,24.00000,19.4826,59.0000,M,85,CO,103,TM,3,M,,,
1619204010602,300304951273,9/30/2010,2,049,1,11013116010602,0002,L,PSME,10.900,24.00000,15.5518,59.0000,C,75,CO,103,DC,3,C,,,
1619204010602,300304951273,9/30/2010,2,049,1,11013115010602,0003,L,PIPO,9.700,24.00000,12.3160,60.0000,M,75,CO,101,TM,4,M,,,
1619204010602,300304951273,9/30/2010,2,049,1,11013114010602,0004,D,PIPO,6.500,24.00000,5.5304,26.0000,M,,,,,,,,,1
1619204010602,300304951273,9/30/2010,2,049,1,11013119010602,0005,L,PSME,13.000,24.00000,22.1214,48.0000,M,90,CO,105,TM,5,M,,,
1619204010602,300304951273,9/30/2010,2,049,1,11013111010602,0006,L,PIPO,6.500,24.00000,5.5304,28.0000,C,50,IN,92,DC,3,C,,,
1619204010602,300304951273,9/30/2010,2,049,1,11013113010602,0007,L,PIPO,11.300,24.00000,16.7141,60.0000,C,65,CO,101,DC,4,C,,,
1619204010602,300304951273,9/30/2010,2,049,1,11013112010602,0008,L,PIPO,9.100,24.00000,10.8395,60.0000,C,65,CO,101,DC,4,C,,,
1619204010602,300304951273,9/30/2010,2,049,1,11013117010602,0009,L,PSME,11.800,24.00000,18.2260,59.0000,C,75,CO,103,DC,3,C,,,
1619234010602,300304951303,9/30/2010,2,049,1,11013275010602,0001,L,PIPO,5.500,24.07000,3.9712,20.0000,M,80,OP,65,DM,2,M,,,
1619234010602,300304951303,9/30/2010,2,049,1,11013273010602,0002,L,PIPO,5.700,24.07000,4.2652,20.0000,C,60,OP,65,DC,2,C,,,
1619234010602,300304951303,9/30/2010,2,049,1,11013276010602,0003,L,PIPO,14.100,24.07000,26.0993,43.0000,M,75,OP,107,DM,4,M,,,
1619234010602,300304951303,9/30/2010,2,049,1,11013274010602,0004,L,PIPO,8.300,24.07000,9.0437,20.0000,C,70,IN,65,DC,2,C,,,
1619236010602,300304951343,9/28/2010,2,049,1,11013286010602,0001,D,PSME,5.900,24.07000,4.5698,31.0000,M,,,,,,,,,2
1619236010602,300304951343,9/28/2010,2,049,1,11013287010602,0002,D,PSME,6.900,24.07000,6.2501,34.0000,M,,,,,,,,,2
1619236010602,300304951343,9/28/2010,2,049,1,11013282010602,0003,L,PIPO,7.400,24.07000,7.1888,30.0000,M,30,CO,120,DM,3,M,,,
1619236010602,300304951343,9/28/2010,2,049,1,11013279010602,0004,L,PIPO,7.400,24.07000,7.1888,30.0000,C,40,CO,120,DC,3,C,,,
1619236010602,300304951343,9/28/2010,2,049,1,11013278010602,0005,L,PIPO,6.600,24.07000,5.7185,30.0000,C,25,CO,120,DC,3,C,,,
1619236010602,300304951343,9/28/2010,2,049,1,11013280010602,0006,L,PIPO,8.900,24.07000,10.3985,30.0000,C,35,CO,120,DC,3,C,,,
1619236010602,300304951343,9/28/2010,2,049,1,11013277010602,0007,L,PIPO,5.500,24.07000,3.9712,30.0000,C,25,IN,120,DC,3,C,,,
1619236010602,300304951343,9/28/2010,2,049,1,11013283010602,0008,L,PIPO,19.200,24.07000,48.3942,67.0000,M,55,DO,338,DM,3,M,,,
1619236010602,300304951343,9/28/2010,2,049,1,11013285010602,0009,L,PSME,5.100,24.07000,3.4145,25.0000,M,35,IN,107,DM,2,M,,,
1619236010602,300304951343,9/28/2010,2,049,1,11013284010602,0010,L,PSME,6.000,24.07000,4.7260,25.0000,C,30,IN,107,DC,2,C,,,
1619236010602,300304951343,9/28/2010,2,049,1,11013281010602,0011,L,PIPO,4.800,299.86000,37.6805,18.0000,M,40,IN,85,DM,2,M,,,
1619238010602,300304951353,10/1/2010,2,049,1,11013297010602,0001,D,PICO,9.200,24.07000,11.1114,49.0000,M,,,,,,,,,1
1619238010602,300304951353,10/1/2010,2,049,1,11013298010602,0002,D,PSME,6.400,24.07000,5.3771,23.0000,M,,,,,,,,,1
1619238010602,300304951353,10/1/2010,2,049,1,11013293010602,0003,D,PICO,12.100,24.07000,19.2204,57.0000,M,,,,,,,,,1
